ESPAÑA;Alacant;ALBATERA;CALLE;DOCTOR FERRER SARRIO;;3340
ESPAÑA;Alacant;ALBATERA;CALLE;MIGUEL DE UNAMUNO;;3340
ESPAÑA;Alacant;ALCOY;CALLE;SAN NICOLAS;;3801
ESPAÑA;Alacant;Algorfa;CALLE;RAMON Y CAJAL;;3169
ESPAÑA;Alacant;Alacant;CALLE;AGOST;;3012
ESPAÑA;Alacant;Alacant;AVENIDA;ALBUFERETA;;3016
ESPAÑA;Alacant;Alacant;AVENIDA;ALCOY;;3004
ESPAÑA;Alacant;Alacant;CALLE;ALONA;;3007
ESPAÑA;Alacant;Alacant;CALLE;ALVAREZ SEREIX;;3001
ESPAÑA;Alacant;Alacant;CALLE;ANTONIO SEQUEROS (BENEJUZAR);;3390
ESPAÑA;Alacant;Alacant;CALLE;AURELIANO IBARRA;;3009
ESPAÑA;Alacant;Alacant;CALLE;AUSO Y MONZO;;3006
ESPAÑA;Alacant;Alacant;CALLE;AV. ALFONSO X EL SABIO;;3001
ESPAÑA;Alacant;Alacant;CALLE;AV. COSTA BLANCA;;3540
ESPAÑA;Alacant;Alacant;CALLE;AV. DE NOVELDA;;3698
ESPAÑA;Alacant;Alacant;CALLE;AV. EUSEBIO SEMPERE;;3003
ESPAÑA;Alacant;Alacant;CALLE;AV. FEDERICO SOTO;;03001|03003
ESPAÑA;Alacant;Alacant;CALLE;BAILEN;;3001
ESPAÑA;Alacant;Alacant;CALLE;BUENAVISTA;;3008
ESPAÑA;Alacant;Alacant;CALLE;CABAÑAL (PINAR DE VISTAHERM.);;3016
ESPAÑA;Alacant;Alacant;CALLE;CABBALLERO DE RODAS-TORREVIEJA;;3180
ESPAÑA;Alacant;Alacant;CALLE;CALDERON DE LA BARCA;;3004
ESPAÑA;Alacant;Alacant;CALLE;CASTAÑO;;3001
ESPAÑA;Alacant;Alacant;AVENIDA;CONDE DE LUMIARES;;3010
ESPAÑA;Alacant;Alacant;CALLE;CTRA. DE BIGASTRO, KM;;3300
ESPAÑA;Alacant;Alacant;CALLE;CTRA. DE YECLA;;3400
ESPAÑA;Alacant;Alacant;CALLE;CTRA. NACIONAL 340 (ALCOY);;3801
ESPAÑA;Alacant;Alacant;CALLE;CTRA. OCAÑA;;3006
ESPAÑA;Alacant;Alacant;CALLE;CTRA. YECLA (VILLENA);;3400
ESPAÑA;Alacant;Alacant;AVENIDA;DENIA;;3016
ESPAÑA;Alacant;Alacant;CALLE;DEPORTISTAS HERMANOS TORRES;;3016
ESPAÑA;Alacant;Alacant;AVENIDA;DOCTOR GADEA;;3003
ESPAÑA;Alacant;Alacant;CALLE;DOCTOR JUST;;3007
ESPAÑA;Alacant;Alacant;CALLE;DRACMA;;3114
ESPAÑA;Alacant;Alacant;CALLE;EXPLANADA DE ESPAÑA;;3001
ESPAÑA;Alacant;Alacant;CALLE;GARCILASO DE LA VEGA;;3192
ESPAÑA;Alacant;Alacant;CALLE;GENERAL BONANZA;;3007
ESPAÑA;Alacant;Alacant;CALLE;GENERAL O'DONELL;;3003
ESPAÑA;Alacant;Alacant;CALLE;GERONA;;3001
ESPAÑA;Alacant;Alacant;CALLE;GOLETA;;3540
ESPAÑA;Alacant;Alacant;CALLE;GRAN VIA;;3009
ESPAÑA;Alacant;Alacant;AVENIDA;JEAN CLAUDE COMBALDIEU;;3008
ESPAÑA;Alacant;Alacant;CALLE;JORGE JUAN;;3002
ESPAÑA;Alacant;Alacant;AVENIDA;LORING;;3003
ESPAÑA;Alacant;Alacant;CALLE;LOS DOSCIENTOS;;3007
ESPAÑA;Alacant;Alacant;CARRETERA;MADRID;;3007
ESPAÑA;Alacant;Alacant;AVENIDA;MAISONNAVE;;3003
ESPAÑA;Alacant;Alacant;CALLE;MANUEL ANTON;;3004
ESPAÑA;Alacant;Alacant;CALLE;MAYOR (RAFOL DE ALMUNIA);;3769
ESPAÑA;Alacant;Alacant;CALLE;OSA MAYOR;;3006
ESPAÑA;Alacant;Alacant;CALLE;OSCAR ESPIA;;3008
ESPAÑA;Alacant;Alacant;CALLE;OSCAR ESPLA;;3003
ESPAÑA;Alacant;Alacant;CALLE;PABLO IGLESIAS;;3004
ESPAÑA;Alacant;Alacant;CALLE;PEDRO XAVIER SOLER;;3015
ESPAÑA;Alacant;Alacant;POLIGONO;PLA DE LA VALLONGA;;3006
ESPAÑA;Alacant;Alacant;CALLE;PORTUGAL;;3003
ESPAÑA;Alacant;Alacant;CALLE;PZA. DE ESPAÑA (ORBA);;3790
ESPAÑA;Alacant;Alacant;CALLE;PZA. LUCEROS;;3004
ESPAÑA;Alacant;Alacant;CALLE;RAMBLA DE MENDEZ NUÑEZ;;3002
ESPAÑA;Alacant;Alacant;CALLE;RAMON JUAN LAROSA;;3390
ESPAÑA;Alacant;Alacant;CALLE;RAMON Y CAJAL;;3003
ESPAÑA;Alacant;Alacant;CALLE;RAMÓN Y CAJAL;;3001
ESPAÑA;Alacant;Alacant;CALLE;REYES CATOLICOS;;3003
ESPAÑA;Alacant;Alacant;CALLE;RIO MUNI;;3007
ESPAÑA;Alacant;Alacant;CALLE;SAN FERNANDO;;3001
ESPAÑA;Alacant;Alacant;CALLE;SAN JOSE;;3002
ESPAÑA;Alacant;Alacant;CALLE;TENIENTE DURAN;;3004
ESPAÑA;Alacant;Alacant;CALLE;TRANSPORTES (POL. IND. BABEL);;3008
ESPAÑA;Alacant;Alacant;CAMINO;VIAL DE LOS CIPRESES;;3006
ESPAÑA;Alacant;Alacant;CALLE;VIRGEN DEL SOCORRO;;3002
ESPAÑA;Alacant;ALMORADI;CALLE;ANTONIO SEQUEROS;;3160
ESPAÑA;Alacant;ALMORADI;AVENIDA;BAÑET;;
ESPAÑA;Alacant;ALMORADI;PASEO;LAS MAROMAS;;3160
ESPAÑA;Alacant;ALMORADI;CALLE;LOS LLANOS;;3160
ESPAÑA;Alacant;ALMORADI;CALLE;NTRA.SRA. MONSERRATE;;3160
ESPAÑA;Alacant;ALMORADI;CALLE;PINTOR SOROLLA;;3160
ESPAÑA;Alacant;ALMORADI;CALLE;VALLADOLID;;3160
ESPAÑA;Alacant;ASPE;CALLE;BARRANCO;;3680
ESPAÑA;Alacant;BENEJUZAR;CALLE;RAMON Y CAJAL;;3390
ESPAÑA;Alacant;BENEJUZAR;CALLE;SAN PEDRO;;3390
ESPAÑA;Alacant;BENIDORM;CALLE;GOYA;;3502
ESPAÑA;Alacant;BENIDORM;CALLE;INVIERNO;;3501
ESPAÑA;Alacant;BENIDORM;CALLE;SICILIA;;3503
ESPAÑA;Alacant;BENIDORM;AVENIDA;VENEZUELA;;3502
ESPAÑA;Alacant;BENIJOFAR;PLAZA;PL.DE LA CONSTITUCION;;3178
ESPAÑA;Alacant;BIGASTRO;CALLE;DIPUTACION PROVINCIAL;;3380
ESPAÑA;Alacant;BIGASTRO;CALLE;GENERAL BAÑULS;;3380
ESPAÑA;Alacant;BIGASTRO;CALLE;MAESTRO GRAU;;3380
ESPAÑA;Alacant;BIGASTRO;CALLE;PADRE DAMIAN;;3380
ESPAÑA;Alacant;BIGASTRO;CALLE;SOROLLA;;3380
ESPAÑA;Alacant;CASTALLA;AVENIDA;DE IBI;;3420
ESPAÑA;Alacant;CASTALLA;AVENIDA;DE PETRER;;3420
ESPAÑA;Alacant;CASTALLA;CALLE;SIN NOMBRE;;3420
ESPAÑA;Alacant;CATRAL;CALLE;STA.AGUEDA;;3158
ESPAÑA;Alacant;CORRENTIAS (JACARILLA);CALLE;CARCASSONNE;;3310
ESPAÑA;Alacant;CORRENTIAS (JACARILLA);VEREDA;CHAPIEL;;
ESPAÑA;Alacant;CORRENTIAS (JACARILLA);CALLE;CRUZ;;3310
ESPAÑA;Alacant;COX;CALLE;EL ROMERO;;3350
ESPAÑA;Alacant;CREVILLENT;CALLE;COLOMBIA;;3330
ESPAÑA;Alacant;CREVILLENTE;POLIGONO;INDUSTRIAL FAIMA;;3330
ESPAÑA;Alacant;CREVILLENTE;CAMINO;VIEJO DE CATRAL;;3330
ESPAÑA;Alacant;EL CAMPELLO;POLIGONO;SAN VICENT POL EL MESELL;;3560
ESPAÑA;Alacant;ELCHE;CALLE;ALBERTO SOLS (PQ. IN.);ELCHE;3203
ESPAÑA;Alacant;ELCHE;CALLE;ALFREDO SANCHEZ TORRES;;3206
ESPAÑA;Alacant;ELCHE;AVENIDA;Alacant;;3200
ESPAÑA;Alacant;ELCHE;CALLE;ALMANSA;;3205
ESPAÑA;Alacant;ELCHE;CALLE;ALMORIDA;;3203
ESPAÑA;Alacant;ELCHE;CALLE;CANDALIX;;3202
ESPAÑA;Alacant;ELCHE;AVENIDA;CATEDRATICO SOLER;;30008
ESPAÑA;Alacant;ELCHE;CALLE;CTRA CASA DEL LEON;;3293
ESPAÑA;Alacant;ELCHE;PLAZA;EL SALVADOR;;3203
ESPAÑA;Alacant;ELCHE;CALLE;GERMAN BERNACER;;3203
ESPAÑA;Alacant;ELCHE;CALLE;HOSPITAL;;3203
ESPAÑA;Alacant;ELCHE;CALLE;JOAQUIN SANTOS;;3203
ESPAÑA;Alacant;ELCHE;CALLE;JOSE JOAQUÍN LANDERER;;3202
ESPAÑA;Alacant;ELCHE;CALLE;JOSÉ MARÍA CASTAÑO MARTÍNEZ;;3203
ESPAÑA;Alacant;ELCHE;CALLE;JOSEP JOAQUÍN LANDERER;;3202
ESPAÑA;Alacant;ELCHE;CALLE;JUAN DE LA CIERVA (PQ. IN.);;3203
ESPAÑA;Alacant;ELCHE;CALLE;JUAN DIAZ MARTINEZ;;3205
ESPAÑA;Alacant;ELCHE;CALLE;JULIO HERVAS SAINZ;;3203
ESPAÑA;Alacant;ELCHE;CALLE;MANUEL MACIA JUAN;;3203
ESPAÑA;Alacant;ELCHE;CALLE;MANUEL VICENTE PASTOR;;3206
ESPAÑA;Alacant;ELCHE;CALLE;MARIANO BENLLIURE;;3201
ESPAÑA;Alacant;ELCHE;CALLE;PARTIDA ALZABARES ALTOS;;3290
ESPAÑA;Alacant;ELCHE;CALLE;PARTIDA PEÑAS DE LAS AGUILAS;;
ESPAÑA;Alacant;ELCHE;CALLE;PEDRO JUAN PERPIÑAN;;3204
ESPAÑA;Alacant;ELCHE;CALLE;SAN FRANCISCO;;
ESPAÑA;Alacant;ELCHE;CALLE;SAN MIGUEL;;3203
ESPAÑA;Alacant;ELCHE;AVENIDA;SANTA POLA;;3203
ESPAÑA;Alacant;ELCHE;CALLE;SANTIAGO RAMON Y CAJAL;;3203
ESPAÑA;Alacant;ELCHE;CALLE;VICENTE ANTON SELVA;;3203
ESPAÑA;Alacant;ELCHE;CALLE;VICENTE BLASCO IBAÑEZ;;3201
ESPAÑA;Alacant;ELDA;CALLE;LIEJA;;3600
ESPAÑA;Alacant;ELDA;CALLE;PRINCIPE DE ASTURIAS;;3600
ESPAÑA;Alacant;ELDA;CALLE;QUIJOTE;;3600
ESPAÑA;Alacant;ELDA;PLAZA;SAGASTA;;3600
ESPAÑA;Alacant;ELX;CALLE;ALFONSO XII;;3203
ESPAÑA;Alacant;ELX;CALLE;ALMANSA;;3206
ESPAÑA;Alacant;ELX;CALLE;ANTONI GAUDI;;3203
ESPAÑA;Alacant;ELX;CALLE;ANTONIO PASCUAL QUILES;;3201
ESPAÑA;Alacant;ELX;CALLE;BARCHELL;;3203
ESPAÑA;Alacant;ELX;CALLE;BENITO PEREZ GALDOS;;3201
ESPAÑA;Alacant;ELX;CALLE;CAPITA BALTASAR TRISTANY;;3204
ESPAÑA;Alacant;ELX;CALLE;CONRADO DEL CAMPO;;3204
ESPAÑA;Alacant;ELX;AVENIDA;COSTA BLANCA;;3195
ESPAÑA;Alacant;ELX;AVENIDA;DE LA UNIVERSITAT D'ELX;;3202
ESPAÑA;Alacant;ELX;CALLE;EMILIO HERNANDEZ SELVA;;3205
ESPAÑA;Alacant;ELX;CALLE;ESPERIDION PORTA REQUESEN;;3206
ESPAÑA;Alacant;ELX;CALLE;FRA JAUME TORRES;;3204
ESPAÑA;Alacant;ELX;CALLE;LA CAPELLA DEL MISTERI;;3203
ESPAÑA;Alacant;ELX;CALLE;MESALINA;;3202
ESPAÑA;Alacant;ELX;CALLE;PABLO SURRA DE GARAY;;3205
ESPAÑA;Alacant;ELX;CALLE;SAN FRANCISCO ASIS;;3195
ESPAÑA;Alacant;ELX;CALLE;TABARCA;;3195
ESPAÑA;Alacant;GUARDAMAR;CALLE;MIGUEL HERNANDEZ;;
ESPAÑA;Alacant;GUARDAMAR DEL SEGURA;CALLE;CARTAGENA;;3140
ESPAÑA;Alacant;GUARDAMAR DEL SEGURA;AVENIDA;MADRID;;3140
ESPAÑA;Alacant;IBI;CALLE;JOAQUIN VILANOVA;;3440
ESPAÑA;Alacant;JAVEA;CALLE;CAMINO CABANES;;3730
ESPAÑA;Alacant;JAVEA;CALLE;RONDA NORTE;;3730
ESPAÑA;Alacant;JIJONA-XIXONA;CALLE;JOSEP Mª SAMPER;;3100
ESPAÑA;Alacant;LA NUCIA;CARRETERA;BENIDORM;;3500
ESPAÑA;Alacant;LOS MONTESINOS;AVENIDA;DEL MAR;;3187
ESPAÑA;Alacant;LOS MONTESINOS;CALLE;SANTOS MEDICOS;;3187
ESPAÑA;Alacant;MONFORTE DEL CID;CALLE;CALVARIO;;3670
ESPAÑA;Alacant;MUTXAMEL;PLAZA;PEÑACERRADA;;3110
ESPAÑA;Alacant;MUTXAMIEL;CALLE;MOLI NOU;;3110
ESPAÑA;Alacant;NOVELDA;CALLE;MONOVAR;;3660
ESPAÑA;Alacant;ORIHUELA;CALLE;24 DE AGOSTO;;3314
ESPAÑA;Alacant;ORIHUELA;CALLE;ABDELACIES;;3189
ESPAÑA;Alacant;ORIHUELA;AVENIDA;ADELFAS;;3192
ESPAÑA;Alacant;ORIHUELA;CALLE;AGUAMARINA;;3189
ESPAÑA;Alacant;ORIHUELA;CALLE;ALMUDENA;;3300
ESPAÑA;Alacant;ORIHUELA;BLOQUE;ALTOS DE CAMPOAMOR BL 5;;3189
ESPAÑA;Alacant;ORIHUELA;AVENIDA;AMALIA ORTUÑO;;3312
ESPAÑA;Alacant;ORIHUELA;CALLE;ANTONIO BALAGUER;;3315
ESPAÑA;Alacant;ORIHUELA;CARRETERA;ARNEVA;;3300
ESPAÑA;Alacant;ORIHUELA;CALLE;AV LA VEGA;;3300
ESPAÑA;Alacant;ORIHUELA;CALLE;BABOR;;3189
ESPAÑA;Alacant;ORIHUELA;CALLE;BARRIO DE LOS MARQUESES;;3316
ESPAÑA;Alacant;ORIHUELA;URBANIZACIÓN;CALA CAPITAN;;3189
ESPAÑA;Alacant;ORIHUELA;CALLE;CALAS DE CAMPOAMOR;;3189
